Sector,Gas,Activity,Additional aggregation,Category,Year,Emissions
Waste,CO,Energy,Waste Processing,Landfill Operations (energy),2006,95.5608
Waste,CO,Energy,Waste Processing,Yard Waste Preprocessing (energy),2006,15.1193
Waste,CO,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2006,0.5729
Waste,CO,Energy,Waste Processing,MRF (energy),2006,50.7308
Waste,CO,Energy,Waste Processing,RDF Processing (energy),2006,11.7416
Waste,CO,Energy,Waste Processing,Incinerator Ash Disposal (energy),2006,0
Waste,CO,Waste,,LFG Flaring,2006,141.765
Waste,CO,Waste,,Rural Open Burning,2006,22975.8
Waste,CO,Waste,,Medical Waste Incineration,2006,23.27
Waste,CO,Waste,,Soil Roasting,2006,0.85
Waste,CO,Waste,,Hazardous Waste,2006,9.69
Waste,Biogenic CO2,Biomass,,RDF,2006,0
Waste,Biogenic CO2,Biomass,,MMSW-mass burn,2006,0
Waste,Biogenic CO2,Biomass,,Wood,2006,0
Waste,Biogenic CO2,Biomass,,Dried municipal sludge,2006,133483.7394
Waste,Biogenic CO2,Biomass,,Biodiesel,2006,564.4728
Waste,Biogenic CO2,Biomass,,LFG (energy production),2006,82214.3722
Waste,Biogenic CO2,Biomass,,Rural open burning,2006,33129.2024
Waste,Biogenic CO2,Biomass,,Commercial/industrial incineration,2006,0
Waste,Biogenic CO2,Biomass,,Medical waste incineration,2006,3921.5652
Waste,Biogenic CO2,Biomass,,MMSW landfills,2006,436977.461
Waste,Biogenic CO2,Biomass,,Industrial landfills,2006,30922.0262
Waste,Biogenic CO2,Biomass,,LFG flaring,2006,82431.3795
Waste,Biogenic CO2,Biomass,,WWTP gas flaring,2006,6185.132
Waste,Biogenic CO2,Biomass,,WWTP ,2006,29372.7521
Residential,N2O,Energy,,Coal,2006,0.0382
Residential,N2O,Energy,,Oil,2006,9.206
Electricity Generation,N2O,Energy,,Natural gas,1999,50.6037
Residential,N2O,Energy,,Other,2006,63.2476
Residential,N2O,other,,Lawn Fertilizer,2006,108.4925
Residential,CH4,Energy,,Coal,2006,7.6367
Residential,CH4,Energy,,Oil,2006,216.6728
Electricity Generation,CH4,Energy,,Natural gas,1990,49.7378
Residential,CH4,Energy,,Other,2006,4743.572
Industrial,CO2,other,,Ammonia Manufacture,2010,0
Waste,CO2,Energy,Associated Incinerator Fuels,Propane,2007,1.5711
Electricity Generation,CH4,Energy,,Natural gas,2004,48.9244
Waste,CO2,Energy,Associated Incinerator Fuels,Propane,2006,1.5772
Transportation,CO2,Energy,,Federal Bus,2006,28.5477
Transportation,CO2,Energy,,Federal Bus,2009,28.8614
Residential,CO,Energy,,Coal,2006,0.5453
Residential,CO,Energy,,Oil,2006,689.9758
Electricity Generation,CH4,Energy,,Natural gas,1997,42.0557
Residential,CO,Energy,,Other,2006,93791.3858
Residential,Ethane,Energy,,Other,2006,297.408
Residential,HFC-134a,Energy,,Refrigeration,2006,1.1901
Residential,HFC-134a,Energy,,Air conditioning,2006,0.0067
Residential,HFC-32,Energy,,Air conditioning,2006,5.4882
Residential,HFC-125,Energy,,Air conditioning,2006,5.4882
Residential,Biomass CO2,Biomass,,Solid biomass,2006,1931736.074
Industrial,N2O,Energy,Stationary source,Coal,2006,42.9377
Industrial,N2O,Energy,Stationary source,Oil,2006,24.9571
Electricity Generation,N2O,Energy,,Natural gas,2003,40.8095
Industrial,N2O,Energy,Stationary source,Other,2006,93.0871
Industrial,N2O,Energy,Off-highway vehicle,Oil,2006,19.5008
Industrial,N2O,Energy,Off-highway vehicle,Other,2006,0.5763
Industrial,CH4,Energy,Stationary source,Coal,2006,286.2511
Industrial,CH4,Energy,Stationary source,Oil,2006,153.2985
Electricity Generation,CH4,Energy,,Natural gas,1995,40.3242
Industrial,CH4,Energy,Stationary source,Other,2006,537.6993
Industrial,CH4,Energy,Off-highway vehicle,Oil,2006,43.8768
Industrial,CH4,Energy,Off-highway vehicle,Other,2006,1.2966
Industrial,CH4,Energy,,Coal storage,2006,231.0696
Industrial,CH4,Energy,,Oil Refining,2006,1516.3773
Industrial,CH4,other,,Peat mining,2006,1007.2527
Industrial,CH4,other,,Industrial wastewater treatment,2006,7419.3819
Transportation,CO2,Energy,,Federal Bus,2007,28.9413
Transportation,CO2,Energy,,Federal Bus,2008,29.0249
Electricity Generation,N2O,Energy,,Natural gas,2002,40.2552
Transportation,CO2,Energy,,Federal Bus,2010,30.2657
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2010,99.0811
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2009,101.8521
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2008,107.3698
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2007,109.1968
Waste,CO2,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2006,109.2156
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2010,157.1597
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2009,215.3707
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2008,407.488
Industrial,CO,Energy,,Coal,2006,2250.3428
Industrial,CO,Energy,,Oil,2006,33739.3959
Electricity Generation,N2O,Energy,,Natural gas,1998,38.6524
Industrial,CO,Energy,,Other,2006,40894.6626
Industrial,CO,Energy,,Oil Refining,2006,5116.4027
Industrial,CO,other,,Other industrial process,2006,7555.3068
Industrial,CO as CO2,Energy,,Oil Refining,2006,8043.4455
Industrial,CO as CO2,other,,Other industrial process,2006,11877.6222
Industrial,HFCs,other,,Insulating foam manufacture,2006,0
Industrial,SF6,other,,Magnesium casting,2006,18.8799
Industrial,Biomass CO2,Biomass,,Solid biomass,2006,3606578.513
Industrial,Biomass CO2,Biomass,,Liquid biofuels,2006,25416.4404
Industrial,Biomass CO2,Biomass,,Biogas,2006,38616.4435
Transportation,N2O,Energy,,Passenger Cars,2006,900.6137
Transportation,N2O,Energy,,Light-Duty Trucks,2006,1216.2975
Transportation,N2O,Energy,,Heavy-Duty Trucks,2006,50.9235
Transportation,N2O,Energy,,School Bus,2006,3.6655
Transportation,N2O,Energy,,Transit Bus,2006,0.4086
Transportation,N2O,Energy,,Motorcycle,2006,3.6095
Transportation,N2O,Energy,,RV,2006,3.472
Transportation,N2O,Energy,,Federal Bus,2006,0.0034
Transportation,N2O,Energy,,Railroad,2006,23.4149
Transportation,N2O,Energy,,Marine,2006,24.5166
Transportation,N2O,Energy,,Military and Other Off-highway,2006,0
Transportation,N2O,Energy,,Aviation,2006,139.181
Electricity Generation,N2O,Energy,,Natural gas,2004,35.1646
Transportation,CH4,Energy,,Passenger Cars,2006,811.9759
Transportation,CH4,Energy,,Light-Duty Trucks,2006,889.8815
Transportation,CH4,Energy,,Heavy-Duty Trucks,2006,53.2267
Transportation,CH4,Energy,,School Bus,2006,1.8714
Transportation,CH4,Energy,,Transit Bus,2006,0.434
Transportation,CH4,Energy,,Motorcycle,2006,36.3498
Transportation,CH4,Energy,,RV,2006,2.1919
Transportation,CH4,Energy,,Federal Bus,2006,0.002
Transportation,CH4,Energy,,Railroad,2006,73.1716
Transportation,CH4,Energy,,Marine,2006,35.6335
Transportation,CH4,Energy,,Aviation,2006,155.5377
Electricity Generation,N2O,Energy,,Natural gas,2000,33.3261
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2006,469.2738
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2007,521.0975
Residential,CO2,Energy,,Coal,2009,1328.9166
Residential,CO2,Energy,,Coal,2010,1383.6367
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2010,1503.4483
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2006,1646.155
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2010,2075.4407
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2009,2167.4344
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2006,2238.4438
Residential,CO2,Energy,,Coal,2006,2251.341
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2007,2355.2818
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2008,2373.7926
Electricity Generation,CH4,Energy,,Natural gas,1992,33.2284
Transportation,CO,Energy,,Passenger Cars,2006,697946.8134
Transportation,CO,Energy,,Light-Duty Trucks,2006,368314.9729
Transportation,CO,Energy,,Heavy-Duty Trucks,2006,64731.4592
Transportation,CO,Energy,,Railroad,2006,2692.6217
Transportation,CO,Energy,,Marine,2006,4889.6902
Transportation,CO,Energy,,Military and Other Off-highway,2006,396082.2772
Transportation,CO,Energy,,Aviation,2006,8674.3087
Electricity Generation,CH4,Energy,,Natural gas,1996,30.9543
Electricity Generation,N2O,Energy,,Natural gas,2001,28.2889
Electricity Generation,CH4,Energy,,Natural gas,1994,26.9957
Transportation,N2O,Energy,,Natural Gas Transmission,1999,26.4756
Transportation,HFC-134a,Energy,,MAC,2006,575.6922
Transportation,Biomass CO2,Biomass,,Passenger Cars,2006,707683.8106
Transportation,Biomass CO2,Biomass,,Light-Duty Trucks,2006,853819.6994
Transportation,Biomass CO2,Biomass,,Heavy-Duty Trucks,2006,121274.4483
Transportation,Biomass CO2,Biomass,,School Bus,2006,2925.0166
Transportation,Biomass CO2,Biomass,,Transit Bus,2006,3928.5113
Transportation,Biomass CO2,Biomass,,Motorcycle,2006,4706.4162
Transportation,Biomass CO2,Biomass,,RV,2006,6205.1508
Transportation,Biomass CO2,Biomass,,Federal Bus,2006,1.9619
Transportation,Biomass CO2,Biomass,,Marine,2006,30483.1139
Transportation,Biomass CO2,Biomass,,Military and Other Off-highway,2006,37415.298
Transportation,Biomass CO2,Biomass,,Other,2006,0
Agriculture,N2O,Energy,,Oil,2007,48.2062
Agriculture,N2O,Energy,,Other,2007,1.5425
Agriculture,N2O,Agriculture,,Agricultural Burning,2007,135.9689
Agriculture,N2O,Agriculture,,Crop Residues ,2007,6141.6384
Agriculture,N2O,Agriculture,,Cultivated Histosols,2007,1011.0492
Agriculture,N2O,Agriculture,,Deposition ,2007,1939.3548
Agriculture,N2O,Agriculture,,Feedlot ,2007,3068.3499
Agriculture,N2O,Agriculture,,Fertilizer ,2007,11107.0893
Agriculture,N2O,Agriculture,,Legumes ,2007,5597.3867
Agriculture,N2O,Agriculture,,Prescribed Burn ,2007,274.7292
Agriculture,N2O,Agriculture,,Manure Soil Applications ,2007,2274.3636
Agriculture,N2O,Agriculture,,Runoff ,2007,4392.6956
Agriculture,N2O,Agriculture,,Wildfire ,2007,151.6075
Agriculture,CH4,Energy,,Oil,2007,328.1141
Agriculture,CH4,Energy,,Other,2007,8.6768
Agriculture,CH4,Agriculture,,Agricultural Burning,2007,3380.6388
Agriculture,CH4,Agriculture,,Manure ,2007,109958.9618
Agriculture,CH4,Agriculture,,Prescribed Burn ,2007,5100.8989
Agriculture,CH4,Agriculture,,Ruminants ,2007,216069.0061
Agriculture,CH4,Agriculture,,Wild Rice ,2007,4119.9687
Agriculture,CH4,Agriculture,,Wildfire ,2007,2814.8965
Waste,CO2,Energy,Waste Processing,RDF Processing (energy),2007,2450.1924
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2009,2610.6397
Waste,CO2,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2008,2633.5768
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),2007,2878.9916
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),2008,2878.9916
Agriculture,CO,Energy,,Energy,2007,29182.0632
Agriculture,Biomass CO2,Biomass,,Ethanol,2007,34144.5965
Agriculture,Biomass CO2,Biomass,,Biodiesel,2007,24959.1177
Agriculture,Biomass CO2,Agriculture,,Prescribed Burn ,2007,1895330.165
Commercial,N2O,Energy,,Coal,2007,1.6161
Commercial,N2O,Energy,,Oil,2007,3.1652
Transportation,N2O,Energy,,Natural Gas Transmission,2005,26.0623
Commercial,N2O,Energy,,Other,2007,6.2884
Commercial,N2O,other,,Medical Uses,2007,265.8955
Commercial,CH4,Energy,,Coal,2007,10.7738
Commercial,CH4,Energy,,Oil,2007,60.2697
Transportation,N2O,Energy,,Natural Gas Transmission,2002,26.0521
Commercial,CH4,Energy,,Other,2007,470.8265
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),2009,2878.9916
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),2010,2878.9916
Transportation,N2O,Energy,,Natural Gas Transmission,1996,24.7881
Waste,CO2,Energy,Waste Processing,Yard Waste Preprocessing (energy),2006,2882.3813
Residential,CO2,Energy,,Coal,2008,3150.314
Residential,CO2,Energy,,Coal,2007,4010.2012
Commercial,CO,Energy,,Coal,2007,159.3799
Commercial,CO,Energy,,Oil,2007,490.0588
Transportation,N2O,Energy,,Natural Gas Transmission,2000,24.5495
Commercial,CO,Energy,,Other,2007,797.1168
Commercial,Biomass CO2,Biomass,,Solid biomass,2007,191642.0622
Commercial,Biomass CO2,Biomass,,Liquid biofuels,2007,1836.4416
Electricity Generation,N2O,Energy,,Coal,2007,292.0766
Electricity Generation,N2O,Energy,,Oil,2007,35.6629
Transportation,N2O,Energy,,Natural Gas Transmission,1998,24.2689
Electricity Generation,N2O,Energy,,Other,2007,235.6962
Electricity Generation,N2O,Energy,,Energy-Net Electricity Imports,2007,236.0311
Electricity Generation,CH4,Energy,,Coal,2007,272.2805
Electricity Generation,CH4,Energy,,Oil,2007,9.7349
Transportation,N2O,Energy,,Natural Gas Transmission,1995,24.2651
Electricity Generation,CH4,Energy,,Other,2007,455.3672
Electricity Generation,CH4,Energy,,Hydroelectric,2007,212.4047
Electricity Generation,CH4,Energy,,Coal storage,2007,2717.9315
Electricity Generation,CH4,Energy,,Energy-Net Electricity Imports,2007,1380.4801
Waste,CO2,Waste,,Medical Waste Incineration,2006,4437.7356
Waste,CO2,Waste,,Medical Waste Incineration,2010,4560.1141
Transportation,N2O,Energy,,Natural Gas Transmission,2006,24.0219
Waste,CO2,Waste,,Medical Waste Incineration,2009,4605.8549
Waste,CO2,Waste,,Medical Waste Incineration,2008,4662.954
Waste,CO2,Waste,,Medical Waste Incineration,2007,5622.7719
Electricity Generation,CO,Energy,,Coal,2007,5975.2589
Electricity Generation,CO,Energy,,Oil,2007,2223.8095
Transportation,N2O,Energy,,Natural Gas Transmission,2003,23.9844
Electricity Generation,CO,Energy,,Other,2007,2669.4016
Electricity Generation,CO,Energy,,Energy-Net Electricity Imports,2007,4353.7087
Electricity Generation,SF6,Energy,,Energy,2007,16.34
Electricity Generation,SF6,Energy,,Energy-Net Electricity Imports,2007,5.9449
Electricity Generation,Biomass CO2,Biomass,,Solid biomass,2007,2118302.273
Electricity Generation,Biomass CO2,Biomass,,Liquid biofuels,2007,3029.202
Electricity Generation,Biomass CO2,Biomass,,Biogas,2007,86504.9279
Waste,N2O,Energy,Incinerated Waste,Waste Sector RDF (energy),2007,0
Waste,N2O,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2007,0
Waste,N2O,Energy,Incinerated Waste,Sludge Incineration (energy),2007,5.5225
Waste,N2O,Energy,Associated Incinerator Fuels,Bituminous coal,2007,0
Waste,N2O,Energy,Associated Incinerator Fuels,Wood,2007,0
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-steam,2007,0.2519
Waste,N2O,Energy,Associated Incinerator Fuels,Propane,2007,0.0001
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2007,0.0063
Waste,N2O,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,2007,0
Waste,N2O,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2007,0.0152
Waste,N2O,Energy,Waste Processing,Landfill Operations (energy),2007,0.4591
Waste,N2O,Energy,Waste Processing,Yard Waste Preprocessing (energy),2007,0.0732
Waste,N2O,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2007,0.0028
Waste,N2O,Energy,Waste Processing,MRF (energy),2007,0.2527
Waste,N2O,Energy,Waste Processing,RDF Processing (energy),2007,0.0623
Waste,N2O,Energy,Waste Processing,Incinerator Ash Disposal (energy),2007,0
Waste,N2O,Energy,Waste Processing,Hazardous Waste (energy),2007,11.5626
Waste,N2O,Waste,,LFG Combustion/Flaring,2007,0.1177
Waste,N2O,Waste,,Rural Open Burning,2007,8.5234
Waste,N2O,Waste,,Medical Waste Incineration,2007,0.7444
Waste,N2O,Waste,,Misc. Industrial/Comm Waste Incineration,2007,0
Waste,N2O,Waste,,Municipal Wastewater,2007,310.8353
Waste,N2O,Waste,,Biosolids Land Application,2007,88.363
Waste,N2O,Waste,,MMSW Waste Composting ,2007,6.7875
Waste,CH4,Energy,Incinerated Waste,Waste Sector RDF (energy),2007,0
Waste,CH4,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2007,0
Waste,CH4,Energy,Incinerated Waste,Sludge Incineration (energy),2007,167.3786
Waste,CH4,Energy,Associated Incinerator Fuels,Bituminous coal,2007,0
Waste,CH4,Energy,Associated Incinerator Fuels,Wood,2007,0
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-steam,2007,0.2519
Waste,CH4,Energy,Associated Incinerator Fuels,Propane,2007,0
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-steam,2007,0.0032
Waste,CH4,Energy,Associated Incinerator Fuels,Natural gas-internal combustion engine,2007,0
Waste,CH4,Energy,Associated Incinerator Fuels,Distillate fuel oil-internal combustion,2007,0.0287
Waste,CH4,Energy,Waste Processing,Landfill Operations (energy),2007,1.033
Waste,CH4,Energy,Waste Processing,Yard Waste Preprocessing (energy),2007,0.1648
Waste,CH4,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2007,0.0063
Waste,CH4,Energy,Waste Processing,MRF (energy),2007,0.5686
Waste,CH4,Energy,Waste Processing,RDF Processing (energy),2007,0.1402
Waste,CH4,Energy,Waste Processing,Incinerator Ash Disposal (energy),2007,0
Waste,CH4,Waste,,LFG Combustion/Flaring,2007,226.6685
Waste,CH4,Waste,,Rural Open Burning,2007,369.347
Waste,CH4,Waste,,Municipal Wastewater,2007,17629.5429
Waste,CH4,Waste,,MMSW composting,2007,71.72
Waste,CH4,Waste,,MMSW Landfills,2007,82988.7281
Waste,CH4,Waste,,Industrial Landfills,2007,5691.1749
Electricity Generation,CO2,Energy,,FGD,2007,5800.1298
Electricity Generation,CO2,Energy,,FGD,2006,5857.2046
Electricity Generation,CO2,Energy,,FGD,2008,6012.2476
Electricity Generation,CO2,Energy,,FGD,2009,6128.9916
Electricity Generation,CO2,Energy,,FGD,2010,6447.3442
Industrial,CO2,other,,Secondary lead production,2007,8837.01
Waste,CO2,Energy,Waste Processing,MRF (energy),2010,9337.1516
Waste,CO2,Energy,Waste Processing,MRF (energy),2009,9440.0996
Waste,CO2,Energy,Waste Processing,MRF (energy),2006,9671.4476
Industrial,CO2,other,,Secondary lead production,2008,9913.935
Waste,CO2,Energy,Waste Processing,MRF (energy),2007,9934.0524
Waste,CO2,Energy,Waste Processing,MRF (energy),2008,9951.6081
Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,2009,10936.875
Industrial,CO2,other,,Secondary lead production,2006,10949.775
Industrial,CO2,other,,Secondary lead production,2010,11686.4
Industrial,CO2,other,,Paraffinic wax consumption,2009,11823.4869
Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,2010,12399.2914
Industrial,CO2,other,,Industrial solvent release,2008,12990.5753
Industrial,CO2,other,,Industrial solvent release,2009,12990.5753
Industrial,CO2,other,,Industrial solvent release,2010,12990.5753
Industrial,CO2,other,,Secondary lead production,2009,13043.45
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,2006,13106.1099
Waste,CO,Energy,Incinerated Waste,Waste Sector RDF (energy),2007,0
Waste,CO,Energy,Incinerated Waste,Waste Sector Mass Burn (energy),2007,0
Waste,CO,Energy,Incinerated Waste,Sludge Incineration (energy),2007,107.88
Waste,CO,Energy,Waste Processing,Landfill Operations (energy),2007,94.7669
Waste,CO,Energy,Waste Processing,Yard Waste Preprocessing (energy),2007,15.1177
Waste,CO,Energy,Waste Processing,MMSW Compost Preprocessing (energy),2007,0.5734
Waste,CO,Energy,Waste Processing,MRF (energy),2007,52.1642
Waste,CO,Energy,Waste Processing,RDF Processing (energy),2007,12.8661
Waste,CO,Energy,Waste Processing,Incinerator Ash Disposal (energy),2007,0
Waste,CO,Waste,,LFG Flaring,2007,0.73
Waste,CO,Waste,,Rural Open Burning,2007,21308.7
Waste,CO,Waste,,Medical Waste Incineration,2007,28.02
Waste,CO,Waste,,Soil Roasting,2007,2
Waste,CO,Waste,,Hazardous Waste,2007,4.57
Waste,Biogenic CO2,Biomass,,RDF,2007,0
Waste,Biogenic CO2,Biomass,,MMSW-mass burn,2007,0
Waste,Biogenic CO2,Biomass,,Wood,2007,0
Waste,Biogenic CO2,Biomass,,Dried municipal sludge,2007,129954.1066
Waste,Biogenic CO2,Biomass,,Biodiesel,2007,606.0234
Waste,Biogenic CO2,Biomass,,LFG (energy production),2007,85550.7402
Waste,Biogenic CO2,Biomass,,Rural open burning,2007,30725.3822
Waste,Biogenic CO2,Biomass,,Commercial/industrial incineration,2007,0
Waste,Biogenic CO2,Biomass,,Medical waste incineration,2007,4968.7653
Waste,Biogenic CO2,Biomass,,MMSW landfills,2007,409928.0764
Waste,Biogenic CO2,Biomass,,Industrial landfills,2007,31390.1733
Waste,Biogenic CO2,Biomass,,LFG flaring,2007,62510.4928
Waste,Biogenic CO2,Biomass,,WWTP gas flaring,2007,5914.9697
Waste,Biogenic CO2,Biomass,,WWTP ,2007,29421.7658
Residential,N2O,Energy,,Coal,2007,0.068
Residential,N2O,Energy,,Oil,2007,8.4616
Transportation,N2O,Energy,,Natural Gas Transmission,1997,23.9378
Residential,N2O,Energy,,Other,2007,68.0544
Residential,N2O,other,,Lawn Fertilizer,2007,108.3946
Residential,CH4,Energy,,Coal,2007,13.6029
Residential,CH4,Energy,,Oil,2007,206.9642
Transportation,N2O,Energy,,Natural Gas Transmission,2004,23.818
Residential,CH4,Energy,,Other,2007,5104.0779
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),2009,13691.6625
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,2007,14798.258
Transportation,N2O,Energy,,Natural Gas Transmission,2007,23.6219
Residential,CO2,other,,Food additives,2008,15169.7934
Residential,CO2,other,,Food additives,2007,15194.0259
Residential,CO2,other,,Food additives,2006,15216.4238
Residential,CO,Energy,,Coal,2007,0.9483
Residential,CO,Energy,,Oil,2007,662.6495
Electricity Generation,CH4,Energy,,Natural gas,1993,21.965
Residential,CO,Energy,,Other,2007,107996.8529
Residential,Ethane,Energy,,Other,2007,320.0106
Residential,HFC-134a,Energy,,Refrigeration,2007,1.2166
Residential,HFC-134a,Energy,,Air conditioning,2007,0.0087
Residential,HFC-32,Energy,,Air conditioning,2007,10.643
Residential,HFC-125,Energy,,Air conditioning,2007,10.643
Residential,Biomass CO2,Biomass,,Solid biomass,2007,2078545.714
Industrial,N2O,Energy,Stationary source,Coal,2007,44.2039
Industrial,N2O,Energy,Stationary source,Oil,2007,22.4173
Transportation,N2O,Energy,,Natural Gas Transmission,1994,21.9439
Industrial,N2O,Energy,Stationary source,Other,2007,90.4184
Industrial,N2O,Energy,Off-highway vehicle,Oil,2007,17.5552
Industrial,N2O,Energy,Off-highway vehicle,Other,2007,0.4193
Industrial,CH4,Energy,Stationary source,Coal,2007,294.6924
Industrial,CH4,Energy,Stationary source,Oil,2007,139.2074
Transportation,N2O,Energy,,Natural Gas Transmission,2001,21.6125
Industrial,CH4,Energy,Stationary source,Other,2007,510.4005
Industrial,CH4,Energy,Off-highway vehicle,Oil,2007,39.4992
Industrial,CH4,Energy,Off-highway vehicle,Other,2007,0.9435
Industrial,CH4,Energy,,Coal storage,2007,231.8281
Industrial,CH4,Energy,,Oil Refining,2007,1480.892
Industrial,CH4,other,,Peat mining,2007,598.5125
Industrial,CH4,other,,Industrial wastewater treatment,2007,7515.2757
Residential,CO2,other,,Food additives,2009,15273.1776
Residential,CO2,other,,Food additives,2010,15382.5478
Transportation,N2O,Energy,,Natural Gas Transmission,1993,21.0582
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,2010,15549.2305
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,2009,16139.4492
Industrial,CO2,other,,Paraffinic wax consumption,2010,16526.0102
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),2010,16882.9356
Industrial,CO2,other,,Industrial solvent release,2007,16892.4493
Waste,CO2,Energy,Associated Incinerator Fuels,Natural gas-steam,2008,17142.346
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),2008,17535.1156
Waste,CO2,Energy,Associated Incinerator Fuels,Waste solvent,2008,17655.2411
Waste,CO2,Waste,,Rural Open Burning,2010,17930.3672
Industrial,CO,Energy,,Coal,2007,2157.9814
Industrial,CO,Energy,,Oil,2007,30733.8079
Electricity Generation,N2O,Energy,,Natural gas,1997,20.7393
Industrial,CO,Energy,,Other,2007,21913.5663
Industrial,CO,Energy,,Oil Refining,2007,3081.1363
Industrial,CO,other,,Other industrial process,2007,6730.8184
Industrial,CO as CO2,Energy,,Oil Refining,2007,4843.8236
Industrial,CO as CO2,other,,Other industrial process,2007,10581.4523
Industrial,HFCs,other,,Insulating foam manufacture,2007,44.68
Industrial,SF6,other,,Magnesium casting,2007,20.437
Industrial,Biomass CO2,Biomass,,Solid biomass,2007,3552304.333
Industrial,Biomass CO2,Biomass,,Liquid biofuels,2007,20208.6225
Industrial,Biomass CO2,Biomass,,Biogas,2007,46628.9333
Transportation,N2O,Energy,,Passenger Cars,2007,785.0885
Transportation,N2O,Energy,,Light-Duty Trucks,2007,1083.4594
Transportation,N2O,Energy,,Heavy-Duty Trucks,2007,46.3604
Transportation,N2O,Energy,,School Bus,2007,3.7161
Transportation,N2O,Energy,,Transit Bus,2007,0.4192
Transportation,N2O,Energy,,Motorcycle,2007,6.4051
Transportation,N2O,Energy,,RV,2007,2.721
Transportation,N2O,Energy,,Federal Bus,2007,0.0034
Transportation,N2O,Energy,,Railroad,2007,38.2995
Transportation,N2O,Energy,,Marine,2007,26.0767
Transportation,N2O,Energy,,Military and Other Off-highway,2007,0
Transportation,N2O,Energy,,Aviation,2007,141.6648
Transportation,N2O,Energy,,Natural Gas Transmission,2008,20.6837
Transportation,CH4,Energy,,Passenger Cars,2007,732.4812
Transportation,CH4,Energy,,Light-Duty Trucks,2007,828.0136
Transportation,CH4,Energy,,Heavy-Duty Trucks,2007,47.6519
Transportation,CH4,Energy,,School Bus,2007,1.8972
Transportation,CH4,Energy,,Transit Bus,2007,0.4453
Transportation,CH4,Energy,,Motorcycle,2007,64.5026
Transportation,CH4,Energy,,RV,2007,1.7392
Transportation,CH4,Energy,,Federal Bus,2007,0.002
Transportation,CH4,Energy,,Railroad,2007,119.686
Transportation,CH4,Energy,,Marine,2007,33.0814
Transportation,CH4,Energy,,Aviation,2007,161.8115
Transportation,N2O,Energy,,Natural Gas Transmission,1992,19.6833
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),2007,18047.2191
Waste,CO2,Energy,Waste Processing,Landfill Operations (energy),2006,18217.9479
Waste,CO2,Waste,,Rural Open Burning,2009,18440.4341
Industrial,CO2,other,,Paraffinic wax consumption,2008,18507.7878
Waste,CO2,Waste,,Rural Open Burning,2007,18598.3244
Waste,CO2,Waste,,Rural Open Burning,2008,18701.4898
Industrial,CO2,other,,Steel production,2009,19008.381
Industrial,CO2,other,,Glass manufacture,2006,19424.7642
